lr_val,loss_val,accuracy_val,precision_val,recall_val
3.448083271625005e-05,4.745277798052916,0.018140589569160998,0.014017270898315677,0.01585026039839258
7.617587656369998e-05,4.490820840461967,0.07806932296728215,0.06456171440748788,0.07378835861544218
0.000140053640250253,4.063426172610411,0.23161645610625203,0.23569418428442473,0.2184656664305291
0.0002184057636906329,3.536332685922839,0.34564301911240686,0.38267440656215507,0.330596056803189
0.0003017772136139804,2.9950935570235107,0.4243602202785876,0.4365148023461816,0.4089324682075181
0.0003801072565232022,2.540314074644108,0.4885001619695497,0.5282426939484296,0.47658886116753474
0.0004439435236847555,2.187469258750837,0.5500485908649174,0.5842542627246028,0.5409932432904933
0.00048558266254867106,1.9117935502652041,0.5837382572076449,0.597589244475706,0.5776128751740085
0.0004999999862464015,1.6954786482545519,0.6151603498542274,0.6463693809808672,0.6093560434564212
0.0004971953446014798,1.5459479351633603,0.633948817622287,0.6490032728290414,0.626742390124259
0.0004888687897745193,1.4040660139211674,0.6588921282798834,0.661915730524494,0.6522475572425129
0.00047520632324113665,1.3254535671361942,0.6637512147716229,0.6667137461502624,0.6582501037626085
0.00045651314192714134,1.2621332978464894,0.6708778749595076,0.671777285371543,0.6664371110280458
0.0004332068206135357,1.2020060579801344,0.6754130223517979,0.6728530678767404,0.6694308515506807
0.00040580798400592904,1.1652313218903296,0.6773566569484937,0.6734739776312973,0.6721564507520671
0.0003749286768389207,1.12767730668648,0.6922578555231617,0.6915850975512183,0.6878478541629122
0.00034125869180810266,1.1141350379924184,0.6828636216391318,0.679484612309345,0.6775221230177936
0.00030555016074108784,1.0906272100419114,0.687398769031422,0.6811053111819516,0.6813782806889169
0.000268600753215342,1.0923198314057183,0.6812439261418853,0.6807526454769633,0.67670669449397
0.0002312358579379325,1.0807142638668572,0.6854551344347263,0.6812327845594558,0.6808735171247275
0.00019429014492572578,1.0639855959980757,0.6789763524457402,0.6730217500987988,0.6745376188309893
0.00015858892035646146,1.0750898307131738,0.6747651441528992,0.6755026595075554,0.6714782482776099
0.00012492969059251942,1.0693637206382358,0.6815678652413346,0.6796488340584139,0.6773112369711592
9.406434720662288e-05,1.0726169777899672,0.6831875607385811,0.6795980337486178,0.6800916563362184
6.668237096656858e-05,1.0710338606047876,0.6793002915451894,0.675868408271586,0.6754357529231467
4.339542997420537e-05,1.0729800468867587,0.6809199870424361,0.6790953117802064,0.6781824190293634
2.472371601079119e-05,1.087145891386209,0.6763848396501457,0.6763031390481964,0.6727545990318349
1.1084324312190024e-05,1.0795025057399397,0.677680596047943,0.6739754985431676,0.6748486814880158
2.781936350532377e-06,1.0818908423492588,0.6747651441528992,0.6692619653790316,0.6709267763920044
2.013753598562528e-09,1.093694074866698,0.6780045351473923,0.6756329371526191,0.6736705598694033
