lr_val,loss_val,accuracy_val,precision_val,recall_val
3.448083271625005e-05,2.861255254942117,0.5072886297376094,0.5680814126005372,0.5017940749066431
7.617587656369998e-05,1.4677686334885274,0.6741172659540007,0.6960780062133222,0.6726069128625622
0.000140053640250253,1.0809976587590484,0.7010042112082928,0.72674143929136,0.7035546473684486
0.0002184057636906329,1.1206030108265042,0.671201814058957,0.7128622011096379,0.669673719254425
0.0003017772136139804,1.1639759632729993,0.6494978943958536,0.6742984904470323,0.6529202985901333
0.0003801072565232022,1.3228285908699036,0.6277939747327502,0.6701020108451332,0.631984301647663
0.0004439435236847555,1.3691985822215522,0.6268221574344023,0.6702437598060194,0.6280763107633386
0.00048558266254867106,1.3611815983487159,0.6271460965338517,0.6726281976468774,0.6264147580716461
0.0004999999862464015,1.4448423066090064,0.6151603498542274,0.6578578712925983,0.6134177120432827
0.0004971953446014798,1.613859186467436,0.5895691609977324,0.640210836699849,0.5857717027436669
0.0004888687897745193,1.3897661720354533,0.6491739552964043,0.6716768542706926,0.6469790540940754
0.00047520632324113665,1.4654394289881914,0.6320051830255912,0.6567416019412987,0.6353027631277358
0.00045651314192714134,1.4139172674454366,0.6592160673793327,0.6733863148889412,0.6535538684328822
0.0004332068206135357,1.5762786220029457,0.6310333657272432,0.655743687055929,0.6360798210944587
0.00040580798400592904,1.5535760061028077,0.6384839650145773,0.6534103931805338,0.6353778583303066
0.0003749286768389207,1.4569564129888397,0.6637512147716229,0.6824686542686236,0.6642953001517687
0.00034125869180810266,1.4790389445639147,0.6666666666666666,0.6804614194038067,0.6709799126689521
0.00030555016074108784,1.440133654579674,0.6747651441528992,0.68150801151083,0.6783026864188737
0.000268600753215342,1.390844717468183,0.6880466472303207,0.7009308191045027,0.6864241126348279
0.0002312358579379325,1.3435505143145925,0.6948493683187561,0.7027030357214235,0.6937521661616716
0.00019429014492572578,1.3769542077152999,0.6971169420149012,0.7053309740036705,0.6958336559471804
0.00015858892035646146,1.3370110195936615,0.7068351149983803,0.7108281091746584,0.7067216842445663
0.00012492969059251942,1.3058336874873369,0.713961775186265,0.7144675864672627,0.7129127616514516
9.406434720662288e-05,1.327025264808812,0.7029478458049887,0.7034201464040926,0.70429784307228
6.668237096656858e-05,1.2756516884282691,0.7191448007774538,0.718261882375536,0.7200172061332102
4.339542997420537e-05,1.2809219937963583,0.7159054097829608,0.7176739893332102,0.7177145447543405
2.472371601079119e-05,1.266088102896189,0.7155814706835115,0.7146668132264448,0.7160416352103809
1.1084324312190024e-05,1.2720766208835483,0.7146096533851636,0.7141098238376519,0.7159766050671433
2.781936350532377e-06,1.2627833129204427,0.7178490443796566,0.7155118642173683,0.7185630164430632
2.013753598562528e-09,1.26122812757787,0.717201166180758,0.7166036649845233,0.7177810370567231
